mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
37	37	665/4	665/4	0.25	17/16	17/16	Chord	9/8	1	2	1/16		1/16	1	563												
37	37	162	162	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	564									57			
37	37	649/4	649/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	565									57			
37	37	325/2	325/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	566									57			
37	37	651/4	651/4	0.75	3/16	3/16	Chord	9/8	2	1	3/16		1/8	3/2	567												
37	37	327/2	327/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	568									58			
37	37	655/4	655/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	569									58			
37	37	164	164	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	570									58			
37	37	657/4	657/4	0.75	9/16	9/16	Chord	9/8	2	1	3/16		1/8	3/2	571												
37	37	165	165	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	572									59			
37	37	661/4	661/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	573									59			
37	37	331/2	331/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	574									59			
37	37	663/4	663/4	0.75	15/16	15/16	Chord	9/8	2	1	3/16		1/8	3/2	575												
37	37	162	162	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	576												
37	37	327/2	327/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	577												
37	37	165	165	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	578												
38	38	333/2	333/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	579									60			
38	38	168	168	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	580												
38	38	333/2	333/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	581									61			
38	38	667/4	667/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	582									61			
38	38	167	167	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	583									61			
38	38	669/4	669/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	584									61			
38	38	335/2	335/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	585									61			
38	38	671/4	671/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	586												
38	38	168	168	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	587									62			
38	38	673/4	673/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	588									62			
38	38	337/2	337/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	589									62			
38	38	675/4	675/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	590									62			
38	38	169	169	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	591									62			
38	38	677/4	677/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	592												
38	38	339/2	339/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	593									63			
38	38	679/4	679/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	594									63			
38	38	170	170	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	595									63			
38	38	681/4	681/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	596									63			
38	38	341/2	341/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	597									63			
38	38	683/4	683/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	598												
38	38	333/2	333/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	599												
38	38	168	168	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	600												
38	38	339/2	339/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	601												
39	39	171	171	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	602									64			
39	39	174	174	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	603									64			
39	39	175	175	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	604												
39	39	171	171	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	605									65			
39	39	685/4	685/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	606									65			
39	39	343/2	343/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	607									65			
39	39	687/4	687/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	608									65			
39	39	172	172	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	609									65			
39	39	689/4	689/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	610												
39	39	345/2	345/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	611									66			
39	39	691/4	691/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	612									66			
39	39	173	173	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	613									66			
39	39	693/4	693/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	614									66			
39	39	347/2	347/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	615									66			
39	39	695/4	695/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	616												
39	39	174	174	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	617									67			
39	39	697/4	697/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	618									67			
39	39	349/2	349/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	619									67			
39	39	699/4	699/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	620									67			
39	39	175	175	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	621									67			
39	39	701/4	701/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	622												
39	39	171	171	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	623												
39	39	345/2	345/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	624												
39	39	174	174	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	625												
40	40	351/2	351/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	626									68			
40	40	357/2	357/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	627									68			
40	40	359/2	359/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	628												
40	40	351/2	351/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	629									69			
40	40	703/4	703/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	630									69			
40	40	176	176	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	631									69			
40	40	705/4	705/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	632									69			
40	40	353/2	353/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	633									69			
40	40	707/4	707/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	634												
40	40	177	177	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	635									70			
40	40	709/4	709/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	636									70			
40	40	355/2	355/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	637									70			
40	40	711/4	711/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	638									70			
40	40	178	178	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	639									70			
40	40	713/4	713/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	640												
40	40	357/2	357/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	641									71			
40	40	715/4	715/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	642									71			
40	40	179	179	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	643									71			
40	40	717/4	717/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	644									71			
40	40	359/2	359/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	645									71			
40	40	719/4	719/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	646												
40	40	351/2	351/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	647												
40	40	177	177	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	648												
40	40	357/2	357/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	649												
41	41	180	180	0.0	0	0	Dynamic	9/8	1	1	0					f											
41	41	180	180	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	650									72			
41	41	361/2	361/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	651									72			
41	41	181	181	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	652									72			
41	41	363/2	363/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	653									72			
41	41	729/4	729/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	654									72			
41	41	183	183	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	655									72			
41	41	367/2	367/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	656									72			
41	41	184	184	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	657												
41	41	180	180	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	658									73			
41	41	721/4	721/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	659									73			
41	41	361/2	361/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	660									73			
41	41	723/4	723/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	661									73			
41	41	181	181	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	662									73			
41	41	725/4	725/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	663									73			
41	41	363/2	363/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	664									73			
41	41	727/4	727/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	665									73			
41	41	182	182	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	666									73			
41	41	729/4	729/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	667									73			
41	41	365/2	365/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	668									73			
41	41	731/4	731/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	669												
41	41	183	183	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	670									74			
41	41	733/4	733/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	671									74			
41	41	367/2	367/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	672									74			
41	41	735/4	735/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	673									74			
41	41	184	184	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	674									74			
41	41	737/4	737/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	675												
41	41	180	180	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	676												
41	41	183	183	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	677												
42	42	369/2	369/2	0.0	0	0	StaffText	9/8	1	1	0							dim.									
42	42	369/2	369/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	678									75			
42	42	185	185	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	679									75			
42	42	371/2	371/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	680									75			
42	42	186	186	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	681									75			
42	42	373/2	373/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	682									75			
42	42	187	187	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	683									75			
42	42	375/2	375/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	684									75			
42	42	188	188	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	685									75			
42	42	377/2	377/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	686												
42	42	375/2	375/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	687												
42	42	369/2	369/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	688									76			
42	42	739/4	739/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	689									76			
42	42	185	185	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	690									76			
42	42	741/4	741/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	691									76			
42	42	371/2	371/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	692									76			
42	42	743/4	743/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	693									76			
42	42	186	186	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	694									76			
42	42	745/4	745/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	695									76			
42	42	373/2	373/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	696									76			
42	42	747/4	747/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	697									76			
42	42	187	187	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	698									76			
42	42	749/4	749/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	699												
42	42	375/2	375/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	700									77			
42	42	751/4	751/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	701									77			
42	42	188	188	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	702									77			
42	42	753/4	753/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	703									77			
42	42	377/2	377/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	704									77			
42	42	755/4	755/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	705												
43	43	189	189	0.0	0	0	StaffText	9/8	1	1	0							Camato									
43	43	189	189	0.0	0	0	Dynamic	9/8	1	1	0					pp											
43	43	189	189	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	706									78			
43	43	192	192	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	707									78			
43	43	193	193	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	708												
43	43	189	189	1.0	0	0	Chord	9/8	1	2	1/4		1/4	1	709									79			
43	43	190	190	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	710									79			
43	43	381/2	381/2	1.0	3/8	3/8	Chord	9/8	1	2	1/4		1/4	1	711									79			
43	43	383/2	383/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	712									79			
43	43	192	192	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	713												
43	43	189	189	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	714									80			
43	43	757/4	757/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	715									80			
43	43	379/2	379/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	716									80			
43	43	759/4	759/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	717									80			
43	43	190	190	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	718									80			
43	43	761/4	761/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	719									80			
43	43	381/2	381/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	720									80			
43	43	763/4	763/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	721									80			
43	43	191	191	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	722									80			
43	43	765/4	765/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	723									80			
43	43	383/2	383/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	724									80			
43	43	767/4	767/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	725									80			
43	43	192	192	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	726									80			
43	43	769/4	769/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	727									80			
43	43	385/2	385/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	728									80			
43	43	771/4	771/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	729									80			
43	43	193	193	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	730									80			
43	43	773/4	773/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	731									80			
44	44	387/2	387/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	732									81			
44	44	393/2	393/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	733									81			
44	44	395/2	395/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	734									81			
44	44	387/2	387/2	1.0	0	0	Chord	9/8	1	2	1/4		1/4	1	735									82			
44	44	389/2	389/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	736									82			
44	44	195	195	1.0	3/8	3/8	Chord	9/8	1	2	1/4		1/4	1	737									82			
44	44	196	196	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	738									82			
44	44	393/2	393/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	739												
44	44	387/2	387/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	740									80			
44	44	775/4	775/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	741									80			
44	44	194	194	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	742									80			
44	44	777/4	777/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	743									80			
44	44	389/2	389/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	744									80			
44	44	779/4	779/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	745									80			
44	44	195	195	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	746									80			
44	44	781/4	781/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	747									80			
44	44	391/2	391/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	748									80			
44	44	783/4	783/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	749									80			
44	44	196	196	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	750									80			
44	44	785/4	785/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	751									80			
44	44	393/2	393/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	752									80			
44	44	787/4	787/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	753									80			
44	44	197	197	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	754									80			
44	44	789/4	789/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	755									80			
44	44	395/2	395/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	756									80			
44	44	791/4	791/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	757												
45	45	198	198	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	758									81			
45	45	397/2	397/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	759									81			
45	45	199	199	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	760									81			
45	45	399/2	399/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	761									81			
45	45	201	201	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	762												
45	45	399/2	399/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	763									83			
45	45	200	200	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	764									83			
45	45	401/2	401/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	765									83			
45	45	201	201	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	766									83			
45	45	403/2	403/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	767									83			
45	45	202	202	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	768												
45	45	198	198	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	769									84			
45	45	793/4	793/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	770									84			
45	45	397/2	397/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	771									84			
45	45	795/4	795/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	772									84			
45	45	199	199	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	773									84			
45	45	797/4	797/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	774									84			
45	45	399/2	399/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	775									84			
45	45	799/4	799/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	776									84			
45	45	200	200	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	777									84			
45	45	801/4	801/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	778									84			
45	45	401/2	401/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	779									84			
45	45	803/4	803/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	780									84			
45	45	201	201	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	781									84			
45	45	805/4	805/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	782									84			
45	45	403/2	403/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	783									84			
45	45	807/4	807/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	784									84			
45	45	202	202	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	785									84			
45	45	809/4	809/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	786												
46	46	405/2	405/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	787									85			
46	46	203	203	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	788									85			
46	46	407/2	407/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	789									85			
46	46	204	204	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	790									85			
46	46	411/2	411/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	791												
46	46	204	204	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	792									86			
46	46	409/2	409/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	793									86			
46	46	205	205	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	794									86			
46	46	411/2	411/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	795									86			
46	46	206	206	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	796									86			
46	46	413/2	413/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	797												
46	46	405/2	405/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	798									87			
46	46	811/4	811/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	799									87			
46	46	203	203	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	800									87			
46	46	813/4	813/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	801									87			
46	46	407/2	407/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	802									87			
46	46	815/4	815/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	803									87			
46	46	204	204	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	804									87			
46	46	817/4	817/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	805									87			
46	46	409/2	409/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	806									87			
46	46	819/4	819/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	807									87			
46	46	205	205	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	808									87			
46	46	821/4	821/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	809									87			
46	46	411/2	411/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	810									87			
46	46	823/4	823/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	811									87			
46	46	206	206	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	812									87			
46	46	825/4	825/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	813									87			
46	46	413/2	413/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	814									87			
46	46	827/4	827/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	815												
47	47	207	207	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	816									88			
47	47	210	210	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	817									88			
47	47	211	211	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	818												
47	47	207	207	0.25	0	0	Chord	9/8	1	2	1/16		1/16	1	819												
47	47	829/4	829/4	0.25	1/16	1/16	Chord	9/8	1	2	1/16		1/16	1	820									89			
47	47	415/2	415/2	0.25	1/8	1/8	Chord	9/8	1	2	1/16		1/16	1	821									89			
47	47	831/4	831/4	0.25	3/16	3/16	Chord	9/8	1	2	1/16		1/16	1	822									89			
47	47	208	208	0.25	1/4	1/4	Chord	9/8	1	2	1/16		1/16	1	823									89			
47	47	833/4	833/4	0.25	5/16	5/16	Chord	9/8	1	2	1/16		1/16	1	824												
47	47	835/4	835/4	0.25	7/16	7/16	Chord	9/8	1	2	1/16		1/16	1	825									90			
47	47	209	209	0.25	1/2	1/2	Chord	9/8	1	2	1/16		1/16	1	826									90			
47	47	837/4	837/4	0.25	9/16	9/16	Chord	9/8	1	2	1/16		1/16	1	827									90			
47	47	419/2	419/2	0.25	5/8	5/8	Chord	9/8	1	2	1/16		1/16	1	828									90			
47	47	839/4	839/4	0.25	11/16	11/16	Chord	9/8	1	2	1/16		1/16	1	829												
47	47	210	210	0.25	3/4	3/4	Chord	9/8	1	2	1/16		1/16	1	830									91			
47	47	841/4	841/4	0.25	13/16	13/16	Chord	9/8	1	2	1/16		1/16	1	831									91			
47	47	421/2	421/2	0.25	7/8	7/8	Chord	9/8	1	2	1/16		1/16	1	832									91			
47	47	843/4	843/4	0.25	15/16	15/16	Chord	9/8	1	2	1/16		1/16	1	833									91			
47	47	211	211	0.25	1	1	Chord	9/8	1	2	1/16		1/16	1	834									91			
47	47	845/4	845/4	0.25	17/16	17/16	Chord	9/8	1	2	1/16		1/16	1	835												
47	47	207	207	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	836												
47	47	207	207	1.0	0	0	Chord	9/8	2	2	1/4		1/4	1	837									92			
47	47	208	208	0.5	1/4	1/4	Chord	9/8	2	2	1/8		1/8	1	838									92			
47	47	417/2	417/2	1.0	3/8	3/8	Chord	9/8	2	2	1/4		1/4	1	839									92			
47	47	419/2	419/2	0.5	5/8	5/8	Chord	9/8	2	2	1/8		1/8	1	840									92			
47	47	210	210	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	841												
48	48	423/2	423/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	842									93			
