mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
113	113	448	448	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1334									138		14	
113	113	450	450	0.0	1/2	1/2	Spanner	4/4	1	1	0												138			
113	113	450	450	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1335									138			
113	113	448	448	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1336												
113	113	897/2	897/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1337												
113	113	449	449	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1338												
113	113	899/2	899/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1339												
113	113	901/2	901/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1340												
113	113	451	451	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1341												
113	113	903/2	903/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1342												
114	114	452	452	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1343												
114	114	453	453	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1344		articStaccatoAbove										
114	114	454	454	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1345		articTenutoAbove										
114	114	452	452	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1346												
114	114	905/2	905/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1347												
114	114	453	453	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1348												
114	114	907/2	907/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1349												
114	114	454	454	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1350												
114	114	909/2	909/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1351												
114	114	455	455	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1352												
114	114	911/2	911/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1353												
115	115	456	456	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1354												
115	115	457	457	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1355		articStaccatoBelow										
115	115	915/2	915/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1356		articStaccatoBelow										
115	115	458	458	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1357		articStaccatoBelow										
115	115	459	459	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1358		articStaccatoBelow										
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1359		articStaccatoBelow										
115	115	456	456	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1360												
115	115	913/2	913/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1361												
115	115	457	457	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1362												
115	115	915/2	915/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1363												
115	115	458	458	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1364												
115	115	917/2	917/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1365												
115	115	459	459	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1366												
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1367												
116	116	460	460	0.0	0	0	Spanner	4/4	1	1	0															20
116	116	460	460	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1368												20
116	116	461	461	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1369												20
116	116	923/2	923/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1370												20
116	116	462	462	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1371		articStaccatoBelow										20
116	116	463	463	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1372		articStaccatoBelow										20
116	116	460	460	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1373												
116	116	921/2	921/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1374												
116	116	461	461	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1375												
116	116	923/2	923/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1376												
116	116	462	462	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1377												
116	116	925/2	925/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1378												
116	116	463	463	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1379												
116	116	927/2	927/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1380												
117	117	464	464	0.0	0	0	Spanner	4/4	1	1	0															
117	117	464	464	0.0	0	0	Spanner	4/4	1	1	0														15	
117	117	464	464	4.0	0	0	Chord	4/4	1	1	1	1	1	1381		articAccentBelow									15	
117	117	464	464	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1382												
117	117	929/2	929/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1383												
117	117	465	465	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1384												
117	117	931/2	931/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1385												
117	117	466	466	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1386												
117	117	933/2	933/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1387												
117	117	467	467	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1388												
117	117	935/2	935/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1389												
118	118	468	468	0.0	0	0	Spanner	4/4	1	1	0															
118	118	468	468	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1390												
118	118	470	470	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1391									139			
118	118	471	471	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1392		articStaccatissimoAbove										
118	118	468	468	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1393												
118	118	937/2	937/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1394												
118	118	469	469	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1395												
118	118	939/2	939/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1396												
118	118	470	470	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1397												
118	118	941/2	941/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1398												
118	118	471	471	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1399												
118	118	943/2	943/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1400												
119	119	472	472	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1401		articTenutoBelow										
119	119	474	474	0.0	1/2	1/2	Spanner	4/4	1	1	0															21
119	119	474	474	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1402									140			21
119	119	475	475	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1403		articStaccatissimoAbove										21
119	119	472	472	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1404												
119	119	945/2	945/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1405												
119	119	473	473	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1406												
119	119	947/2	947/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1407												
119	119	474	474	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1408												
119	119	949/2	949/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1409												
119	119	475	475	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1410												
119	119	951/2	951/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1411												
120	120	476	476	0.0	0	0	Spanner	4/4	1	1	0															
120	120	476	476	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1412		articTenutoBelow										
120	120	478	478	0.0	1/2	1/2	Spanner	4/4	1	1	0															22
120	120	478	478	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1413									141			22
120	120	479	479	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1414		articStaccatissimoAbove										22
120	120	476	476	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1415												
120	120	953/2	953/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1416												
120	120	477	477	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1417												
120	120	955/2	955/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1418												
120	120	478	478	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1419												
120	120	957/2	957/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1420												
120	120	479	479	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1421												
120	120	959/2	959/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1422												
121	121	480	480	0.0	0	0	Dynamic	4/4	1	1	0				f											
121	121	480	480	0.0	0	0	Spanner	4/4	1	1	0															
121	121	480	480	4.0	0	0	Chord	4/4	1	1	1	1	1	1423		articAccentBelow										
121	121	480	480	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1424												
121	121	961/2	961/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1425												
121	121	481	481	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1426												
121	121	963/2	963/2	0.0	3/8	3/8	Spanner	4/4	2	1	0														16	
121	121	963/2	963/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1427											16	
121	121	482	482	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1428											16	
121	121	965/2	965/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1429											16	
121	121	483	483	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1430											16	
121	121	967/2	967/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1431											16	
122	122	484	484	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1432												
122	122	486	486	0.0	1/2	1/2	StaffText	4/4	1	1	0						dim.									
122	122	486	486	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1433									142			
122	122	487	487	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1434		articStaccatissimoBelow										
122	122	484	484	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1435											16	
122	122	969/2	969/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1436											16	
122	122	485	485	0.0	1/4	1/4	Spanner	4/4	2	1	0															
122	122	485	485	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1437												
122	122	971/2	971/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1438												
122	122	486	486	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1439												
122	122	973/2	973/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1440												
122	122	487	487	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1441												
122	122	975/2	975/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1442												
123	123	488	488	4.0	0	0	Chord	4/4	1	1	1	1	1	1443												
123	123	488	488	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1444												
123	123	977/2	977/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1445												
123	123	489	489	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1446												
123	123	979/2	979/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1447												
123	123	490	490	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1448												
123	123	981/2	981/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1449												
123	123	491	491	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1450												
123	123	983/2	983/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1451												
124	124	492	492	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1452												
124	124	494	494	0.0	1/2	1/2	Dynamic	4/4	1	1	0				p											
124	124	494	494	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1453									143			
124	124	495	495	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1454		articStaccatissimoBelow										
124	124	492	492	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1455												
124	124	985/2	985/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1456												
124	124	493	493	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1457												
124	124	987/2	987/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1458												
124	124	494	494	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1459												
124	124	989/2	989/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1460												
124	124	495	495	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1461												
124	124	991/2	991/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1462												
125	125	496	496	0.0	0	0	StaffText	4/4	1	1	0						più									
125	125	496	496	0.0	0	0	Dynamic	4/4	1	1	0				p											
125	125	496	496	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	1463		articTenutoAbove										
125	125	1490/3	1490/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	1464		articTenutoAbove										
125	125	1492/3	1492/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	1465		articTenutoAbove										
125	125	498	498	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1466		articTenutoAbove										
125	125	499	499	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1467		articTenutoAbove										
125	125	496	496	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1468												
125	125	993/2	993/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1469												
125	125	497	497	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1470												
125	125	995/2	995/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1471												
125	125	498	498	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1472												
125	125	997/2	997/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1473												
125	125	499	499	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1474												
125	125	999/2	999/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1475												
126	126	500	500	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	1476		articTenutoAbove										
126	126	1502/3	1502/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	1477		articTenutoAbove										
126	126	1504/3	1504/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	1478		articTenutoAbove										
126	126	502	502	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	1479		articTenutoAbove										
126	126	1508/3	1508/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	1480		articTenutoAbove										
126	126	1510/3	1510/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	1481		articTenutoAbove										
126	126	500	500	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1482												
126	126	1001/2	1001/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1483												
126	126	501	501	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1484												
126	126	1003/2	1003/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1485												
126	126	502	502	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1486												
126	126	1005/2	1005/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1487												
126	126	503	503	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1488												
126	126	1007/2	1007/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1489												
127	127	504	504	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	1490		articTenutoAbove										
127	127	1514/3	1514/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	1491		articTenutoAbove										
127	127	1516/3	1516/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	1492		articTenutoAbove										
127	127	506	506	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1493		articTenutoAbove										
127	127	507	507	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1494		articTenutoAbove										
127	127	504	504	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1495												
127	127	1009/2	1009/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1496												
127	127	505	505	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1497												
127	127	1011/2	1011/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1498												
127	127	506	506	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1499												
127	127	1013/2	1013/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1500												
127	127	507	507	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1501												
127	127	1015/2	1015/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1502												
128	128	508	508	4.0	0	0	Chord	4/4	1	1	1	1	1	1503												
128	128	508	508	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1504									144			
128	128	1017/2	1017/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1505									144			
128	128	509	509	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1506									144			
128	128	1019/2	1019/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1507									144			
128	128	510	510	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1508									144			
128	128	1021/2	1021/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1509									144			
128	128	511	511	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1510									144			
128	128	1023/2	1023/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1511												
129	129	512	512	0.0	0	0	StaffText	4/4	1	1	0						sempre									
129	129	512	512	0.0	0	0	Dynamic	4/4	1	1	0				p											
129	129	512	512	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	1512		articTenutoBelow										
129	129	1538/3	1538/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	1513		articTenutoBelow										
129	129	1540/3	1540/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	1514		articTenutoBelow										
129	129	514	514	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1515		articTenutoBelow										
129	129	515	515	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1516		articTenutoBelow										
129	129	512	512	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1517									145			
129	129	1025/2	1025/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1518									145			
129	129	513	513	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1519									145			
129	129	1027/2	1027/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1520									145			
129	129	514	514	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1521									145			
129	129	1029/2	1029/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1522									145			
129	129	515	515	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1523									145			
129	129	1031/2	1031/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1524												
130	130	516	516	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	1525		articTenutoBelow										
130	130	1550/3	1550/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	1526		articTenutoBelow										
130	130	1552/3	1552/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	1527		articTenutoBelow										
130	130	518	518	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	1528		articTenutoBelow										
130	130	1556/3	1556/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	1529		articTenutoBelow										
130	130	1558/3	1558/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	1530		articTenutoBelow										
130	130	516	516	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1531									146			
130	130	1033/2	1033/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1532									146			
130	130	517	517	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1533									146			
130	130	1035/2	1035/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1534									146			
130	130	518	518	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1535									146			
130	130	1037/2	1037/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1536									146			
130	130	519	519	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1537									146			
130	130	1039/2	1039/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1538												
131	131	520	520	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	1539		articTenutoBelow										
131	131	1562/3	1562/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	1540		articTenutoBelow										
131	131	1564/3	1564/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	1541		articTenutoBelow										
131	131	522	522	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1542		articTenutoBelow										
131	131	523	523	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1543		articTenutoBelow										
131	131	520	520	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1544									147			
131	131	1041/2	1041/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1545									147			
131	131	521	521	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1546									147			
131	131	1043/2	1043/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1547									147			
131	131	522	522	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1548									147			
131	131	1045/2	1045/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1549									147			
131	131	523	523	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1550									147			
131	131	1047/2	1047/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1551												
132	132	524	524	0.0	0	0	Dynamic	4/4	1	1	0				sf											
132	132	524	524	4.0	0	0	Chord	4/4	1	1	1	1	1	1552												
132	132	524	524	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1553		articAccentBelow							148			
132	132	1049/2	1049/2	0.0	1/8	1/8	Spanner	4/4	2	1	0												148			23
132	132	1049/2	1049/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1554									148			23
132	132	525	525	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1555									148			23
132	132	1051/2	1051/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1556									148			23
132	132	526	526	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1557									148			23
132	132	1053/2	1053/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1558									148			23
132	132	527	527	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1559									148			23
132	132	1055/2	1055/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1560									148			23
133	133	530	530	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1561												
133	133	1061/2	1061/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1562												
133	133	531	531	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1563												
133	133	1063/2	1063/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1564												
133	133	528	528	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1565									148			23
133	133	530	530	0.0	1/2	1/2	Spanner	4/4	2	1	0												148			
133	133	528	528	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	1566												
133	133	1057/2	1057/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	1567												
133	133	529	529	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	1568												
133	133	1059/2	1059/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	1569												
134	134	532	532	0.0	0	0	Dynamic	4/4	1	1	0				mf											
134	134	532	532	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1570									149			
134	134	1065/2	1065/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1571									149			
134	134	533	533	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1572									149			
134	134	1067/2	1067/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1573									149			
134	134	534	534	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1574									149			
134	134	1069/2	1069/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1575									149			
134	134	535	535	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1576									149			
134	134	1071/2	1071/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1577												
134	134	534	534	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1578												
135	135	536	536	0.0	0	0	StaffText	4/4	1	1	0						dim.									
135	135	536	536	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1579									150			
135	135	1073/2	1073/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1580									150			
135	135	537	537	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1581									150			
135	135	1075/2	1075/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1582									150			
135	135	538	538	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1583									150			
135	135	1077/2	1077/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1584									150			
135	135	539	539	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1585									150			
135	135	1079/2	1079/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1586												
135	135	538	538	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1587												
136	136	540	540	0.0	0	0	Dynamic	4/4	1	1	0				p											
136	136	540	540	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1588									151			
136	136	1081/2	1081/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1589									151			
136	136	541	541	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1590									151			
