mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	266												
24	24	92	92	0.0	0	0	Dynamic	4/4	1	1	0				mf											
24	24	92	92	0.0	0	0	Spanner	4/4	1	1	0															
24	24	92	92	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	267		articTenutoAbove										
24	24	278/3	278/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	268		articTenutoAbove										
24	24	280/3	280/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	269		articTenutoAbove										
24	24	94	94	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	270		articTenutoAbove										
24	24	284/3	284/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	271		articTenutoAbove										
24	24	286/3	286/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	272		articTenutoAbove										
24	24	92	92	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	273												
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	274												
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	275												
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	276												
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	277												
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	278												
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	279												
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	280												
24	24	95	95	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	281												
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	282												
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	283									10			
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	284									10			
25	25	98	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	285									10			
25	25	96	96	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	286												
25	25	96	96	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	287												
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	288												
25	25	97	97	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	289												
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	290												
25	25	98	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	291												
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	292												
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	293												
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	294												
26	26	100	100	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	295									10			
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	296									10			
26	26	102	102	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	297												
26	26	100	100	4.0	0	0	Chord	4/4	1	2	1	1	1	298												
26	26	100	100	2.0	0	0	Chord	4/4	1	3	1/2	1/2	1	299												
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	3	1/4	1/4	1	300									11			
26	26	103	103	1.0	3/4	3/4	Chord	4/4	1	3	1/4	1/4	1	301												
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	302												
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	303												
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	304												
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	305												
26	26	102	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	306												
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	307												
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	308												
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	309												
27	27	104	104	0.0	0	0	StaffText	4/4	1	1	0						dim.									
27	27	104	104	4.0	0	0	Chord	4/4	1	1	1	1	1	310												
27	27	104	104	0.6666666666666666	0	0	Chord	4/4	1	2	1/6	1/4	2/3	311									12			
27	27	314/3	314/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	2	1/6	1/4	2/3	312									12			
27	27	316/3	316/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	2	1/6	1/4	2/3	313									12			
27	27	106	106	0.6666666666666666	1/2	1/2	Chord	4/4	1	2	1/6	1/4	2/3	314									12			
27	27	320/3	320/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	2	1/6	1/4	2/3	315									12			
27	27	322/3	322/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	2	1/6	1/4	2/3	316												
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	317												
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	318												
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	319												
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	320												
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	321												
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	322												
27	27	107	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	323												
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	324												
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	325												
28	28	108	108	0.6666666666666666	0	0	Chord	4/4	1	2	1/6	1/4	2/3	326									13			
28	28	326/3	326/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	2	1/6	1/4	2/3	327									13			
28	28	328/3	328/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	2	1/6	1/4	2/3	328									13			
28	28	110	110	0.6666666666666666	1/2	1/2	Chord	4/4	1	2	1/6	1/4	2/3	329									13			
28	28	332/3	332/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	2	1/6	1/4	2/3	330									13			
28	28	334/3	334/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	2	1/6	1/4	2/3	331												
28	28	108	108	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	332												
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	333												
28	28	109	109	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	334												
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	335												
28	28	110	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	336												
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	337												
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	338												
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	339												
29	29	112	112	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	340									14			
29	29	338/3	338/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	341									14			
29	29	340/3	340/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	342									14			
29	29	114	114	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	343									14			
29	29	344/3	344/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	344									14			
29	29	346/3	346/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	345												
29	29	112	112	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	346												
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	347												
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	348												
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	349												
29	29	114	114	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	350												
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	351												
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	352												
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	353												
30	30	116	116	0.0	0	0	Dynamic	4/4	1	1	0				p											
30	30	116	116	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	354		articStaccatoAbove										
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	355		articStaccatoAbove										
30	30	118	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	356		articTenutoAbove							15			
30	30	116	116	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	357												
30	30	118	118	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	358												
30	30	116	116	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	359												
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	360												
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	361												
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	362												
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	363												
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	364												
30	30	119	119	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	365												
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	366												
31	31	120	120	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	367												
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	368		articStaccatoBelow										
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	369		articStaccatoBelow										
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	370		articStaccatoBelow										
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	371		articStaccatoBelow										
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	372		articStaccatoBelow										
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	373												
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	374												
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	375												
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	376												
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	377												
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	378												
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	379												
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	380												
32	32	124	124	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	381												
32	32	125	125	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	382												
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	383												
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	384		articStaccatoBelow										
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	385		articStaccatoBelow										
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	386												
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	387												
32	32	125	125	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	388												
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	389												
32	32	126	126	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	390												
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	391												
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	392												
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	393												
33	33	128	128	4.0	0	0	Chord	4/4	1	1	1	1	1	394		articAccentBelow							16			
33	33	128	128	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	395												
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	396												
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	397												
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	398												
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	399												
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	400												
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	401												
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	402												
34	34	132	132	0.0	0	0	Spanner	4/4	1	1	0												16			5
34	34	132	132	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	403									16			5
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	404									16			5
34	34	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	405									16			5
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	406									16			5
34	34	134	134	0.0	1/2	1/2	Spanner	4/4	1	1	0												16			
34	34	134	134	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	407									16			
34	34	132	132	4.0	0	0	Chord	4/4	1	2	1	1	1	408												
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	409												
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	410												
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	411												
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	412												
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	413												
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	414												
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	415												
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	416												
35	35	136	136	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	417									16			
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	418									16			
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	419									16			
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	420									16			
35	35	138	138	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	421									16			
35	35	136	136	4.0	0	0	Chord	4/4	1	2	1	1	1	422												
35	35	136	136	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	423												
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	424												
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	425												
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	426												
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	427												
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	428												
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	429												
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	430												
36	36	140	140	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	431									16			
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	432									16			
36	36	141	141	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	433									16			
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	434												
36	36	142	142	0.0	1/2	1/2	Dynamic	4/4	1	1	0				sf											
36	36	142	142	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	435												
36	36	140	140	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	436									17			
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	437									17			
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	438									17			
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	439												
36	36	142	142	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	440									18			
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	441									18			
36	36	143	143	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	442									18			
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	443									18			
37	37	144	144	4.0	0	0	Chord	4/4	1	1	1	1	1	444												
37	37	144	144	0.0	0	0	Spanner	4/4	2	1	0												18		2	
37	37	144	144	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	445									18		2	
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	446									18		2	
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	447									18		2	
37	37	291/2	291/2	0.0	3/8	3/8	Dynamic	4/4	2	1	0				p											
37	37	291/2	291/2	0.0	3/8	3/8	Spanner	4/4	2	1	0															
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	448												
37	37	146	146	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	449									19			
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	450									19			
37	37	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	451									19			
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	452												
38	38	148	148	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	453									20			
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	454									20			
38	38	150	150	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	455									21			
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	456									21			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	457												
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	458												
38	38	151	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	459												
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	460												
39	39	152	152	0.0	0	0	Dynamic	4/4	1	1	0				p											
39	39	152	152	0.0	0	0	StaffText	4/4	1	1	0						più									
39	39	152	152	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	461		articTenutoAbove							22			
39	39	153	153	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	462		articTenutoAbove							22			
39	39	154	154	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	463												
39	39	154	154	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	464												
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	465									23			
39	39	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	466									23			
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	467												
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	468									24			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	469									24			
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	470												
40	40	156	156	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	471									25			
40	40	157	157	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	472									25			
40	40	158	158	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	473									25			
40	40	476/3	476/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	474									25			
40	40	478/3	478/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	475												
40	40	157	157	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	476												
40	40	476/3	476/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	2	1/6	1/4	2/3	477												
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	478									26			
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	479									26			
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	480												
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	481									27			
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	482									27			
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	483												
41	41	160	160	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	484									28			
41	41	161	161	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	485									28			
41	41	162	162	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	486		articTenutoAbove										
41	41	162	162	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	487												
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	488									29			
41	41	161	161	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	489									29			
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	490												
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	491									30			
41	41	163	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	492									30			
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	493												
42	42	164	164	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	494									31			
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	495												
42	42	166	166	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	496									32			
42	42	500/3	500/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	497									32			
42	42	502/3	502/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	498												
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	499												
42	42	500/3	500/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	2	1/6	1/4	2/3	500												
42	42	329/2	329/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	501									33			
42	42	165	165	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	502									33			
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	503												
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	504									34			
42	42	167	167	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	505									34			
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	506												
43	43	168	168	0.0	0	0	Dynamic	4/4	1	1	0				mf											
43	43	168	168	0.0	0	0	StaffText	4/4	1	1	0						cédez un peu									
43	43	168	168	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	507									35			
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	508									35			
43	43	170	170	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6	1/4	2/3	509									35			
43	43	512/3	512/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6	1/4	2/3	510									35			
43	43	514/3	514/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6	1/4	2/3	511									35			
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	512												
43	43	512/3	512/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	2	1/6	1/4	2/3	513												
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	514									36			
43	43	169	169	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	515									36			
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	516												
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	517									37			
43	43	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	518									37			
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	519												
44	44	172	172	0.0	0	0	StaffText	4/4	1	1	0						a tempo						35			
44	44	172	172	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	520									35			
44	44	174	174	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	521									35			
44	44	175	175	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	522												
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	523									38			
44	44	173	173	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	524									38			
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	525												
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	526									39			
44	44	175	175	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	527									39			
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	528												
45	45	176	176	0.0	0	0	Spanner	4/4	1	1	0														3	
45	45	176	176	0.6666666666666666	0	0	Chord	4/4	1	1	1/6	1/4	2/3	529									40		3	
45	45	530/3	530/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6	1/4	2/3	530									40		3	
45	45	532/3	532/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6	1/4	2/3	531									40		3	
45	45	178	178	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	532									40		3	
45	45	176	176	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	533											3	
45	45	178	178	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	534											3	
45	45	179	179	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	535											3	
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	536									41			
45	45	177	177	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	537									41			
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	538												
